title,authors,language_code,num_pages,category
Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12),Rumiko Takahashi,eng,200,short
A Man Rides Through (Mordant's Need  #2),Stephen R. Donaldson,eng,672,large
The Gap Into Madness: Chaos and Order (Gap  #4),Stephen R. Donaldson,eng,617,large
The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),Stephen R. Donaldson,eng,518,large
The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike/Willa Muir/Edwin Muir/Tania Stern/James Stern/Ernst Kaiser/Eithne Wilkins,eng,486,large
Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,eng,566,large
Kafka: Toward a Minor Literature,Gilles Deleuze/Félix Guattari/Franz Kafka,eng,136,short
The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,eng,462,large
The Complete Fairy Tales of The Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,eng,762,large
Lidia's Family Table,Lidia Matticchio Bastianich/David Nussbaum/Christopher Hirsheimer,eng,448,large
Selected Verse,Federico García Lorca/Christopher Maurer,eng,432,large
Christian Theology: An Introduction,Alister E. McGrath,eng,534,large
The Time of Our Singing,Richard Powers,eng,631,large
The Christian Theology Reader,Alister E. McGrath,eng,744,large
Image-Music-Text,Roland Barthes/Stephen Heath,eng,220,medium
The Pleasure of the Text,Roland Barthes/Richard Miller,eng,80,short
The Book of Questions,Pablo Neruda/William O'Daly,eng,96,short
My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan,eng,304,medium
Missing You (1-800-Where-R-You  #5),Meg Cabot,eng,268,medium
Darkest Hour (The Mediator  #4),Meg Cabot,eng,316,medium
Ten Things I Hate about You,David Levithan,eng,170,short
The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,eng,352,medium
Talking Philosophy: Dialogues with Fifteen Leading Philosophers,Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner,eng,288,medium
The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee,eng,240,medium
Taxation of Mineral Rents,Ross Garnaut,eng,350,medium
Allusions in Ulysses: An Annotated List,Weldon Thornton,eng,563,large
Ulysses Found,Ernle Bradford,eng,238,medium
Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins,eng,407,large
The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,eng,432,large
Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,eng,14,short
Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,Kate Klise/M. Sarah Klise,eng,144,short
Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,eng,16,short
The Consolations of Philosophy,Alain de Botton,eng,272,medium
Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman,eng,358,medium
Letters to a Young Artist,Anna Deavere Smith,eng,240,medium
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,eng,258,medium
The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman,eng,96,short
Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11),Hiromu Arakawa/Akira Watanabe,eng,192,short
Bad Astronomy,Philip Plait,eng,277,medium
The Complete World of Greek Mythology,Richard Buxton,eng,256,medium
Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,eng,330,medium
Mythology,Edith Hamilton/Steele Savage,eng,497,large
Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd,eng,320,medium
Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,John Lindow,eng,365,medium
Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,William F. Russell,eng,272,medium
Watchmen on the Walls,Hannah Hurnard,eng,184,short
The New Big Book of America,Todd Davis/Marc Frey,eng,56,short
Awake in the Dark: The Best of Roger Ebert,Roger Ebert/David Bordwell,eng,512,large
The Perfect London Walk,Roger Ebert/Daniel Curley/Jack Lane,eng,123,short
The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond,eng,2264,large
The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond,eng,1002,large
Sauron Defeated: The History of The Lord of the Rings  Part Four (The History of Middle-Earth  #9),J.R.R. Tolkien/Christopher Tolkien,eng,496,large
The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide,Wayne G. Hammond/Wayne G. Hammond,eng,1262,large
Tales from the Perilous Realm,J.R.R. Tolkien,eng,178,short
Tolkien: Man and Myth: A Literary Life,Joseph Pearce,eng,256,medium
The History of Middle-Earth Index (The History of Middle-Earth  #13),J.R.R. Tolkien/Christopher Tolkien,eng,484,large
Understanding The Lord of the Rings: The Best of Tolkien Criticism,Rose A. Zimbardo/Neil D. Isaacs,eng,304,medium
The Hobbit  or  There and Back Again,J.R.R. Tolkien/Alan  Lee,eng,289,medium
Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Rumiko Takahashi,eng,182,short
Ranma ½  Vol. 1 (Ranma ½ (US 2nd)  #1),Rumiko Takahashi,eng,304,medium
Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35),Rumiko Takahashi,eng,208,medium
Ranma 1/2  Vol. 34 (Ranma ½ (US 2nd)  #34),Rumiko Takahashi,eng,182,short
Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)  #7),Rumiko Takahashi,eng,184,short
Mermaid Saga  Vol. 2,Rumiko Takahashi,eng,208,medium
Maison Ikkoku  Volume 14 (Maison Ikkoku  #14),Rumiko Takahashi,eng,240,medium
Maison Ikkoku  Volume 12 (Maison Ikkoku  #12),Rumiko Takahashi,eng,323,medium
Maison Ikkoku  Volume 11 (Maison Ikkoku  #11),Rumiko Takahashi,eng,232,medium
Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4),Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,eng,134,short
Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind  #6),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,eng,159,short
Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,eng,151,short
Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,eng,223,medium
The Absolute Sandman  Volume One,Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth,eng,612,large
Preludes & Nocturnes (The Sandman  #1),Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger,eng,233,medium
Berlin Diary: The Journal of a Foreign Correspondent 1934-1941,William L. Shirer/Gordon A. Craig,eng,627,large
The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer,eng,654,large
The Collapse of the Third Republic,William L. Shirer,eng,1082,large
The Major Plays,Anton Chekhov/Ann Dunnigan/Rosamund Bartlett/Robert Brustein,eng,406,large
The Complete Plays,Anton Chekhov/Laurence Senelick,eng,1060,large
Anton Chekhov's Selected Plays,Anton Chekhov/Laurence Senelick,eng,674,large
Short Stories,Anton Chekhov/Ralph E. Matlaw,eng,384,medium
The Dark Descent,David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates,eng,1011,large
A Fabulous  Formless Darkness,David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions,eng,608,large
The Dark Descent  Vol 1: The Color of Evil,David G. Hartwell,eng,304,medium
The Silence of the Lambs and Red Dragon,Thomas  Harris,eng,534,large
The Silence of the Lambs,Yvonne Tasker,eng,96,short
The Bishop's Boys: A Life of Wilbur and Orville Wright,Tom D. Crouch,eng,608,large
Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide,Michael L. Perlis/Carla Jungquist/Michael T. Smith,eng,182,short
Spandau: The Secret Diaries,Albert Speer,eng,463,large
The Complete Poems,William Blake/Alicia Suskin Ostriker,eng,1072,large
The Marriage of Heaven and Hell,William Blake,eng,48,short
The Stranger from Paradise: A Biography of William Blake,G.E. Bentley Jr.,eng,632,large
The Complete Stories and Poems,Edgar Allan Poe,eng,821,large
Complete Tales and Poems,Edgar Allan Poe,eng,864,large
The Edgar Allan Poe Audio Collection,Edgar Allan Poe,eng,5,short
18 Best Stories by Edgar Allan Poe,Edgar Allan Poe/Vincent  Price/Chandler Brossard,eng,288,medium
Edgar Allan Poe A to Z,Dawn B. Sova,eng,320,medium
Selected Letters  1940-1956,Jack Kerouac/Ann Charters,eng,656,large
William S. Burroughs  Throbbing Gristle  Brion Gysin,V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin,eng,140,short
Burroughs Live: The Collected Interviews  1960-1997,William S. Burroughs/Sylvère Lotringer,eng,675,large
Trainspotting,Murray Smith,eng,96,short
Life Amongst the Modocs,Joaquin Miller/Alan Rosenus/Malcolm Margolin,eng,456,large
Devil's Backbone,Terry C. Johnston,eng,448,large
Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,Phil Town,eng,320,medium
"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""",Gabrielle Ann Euvino/Lindsay Mack,eng,163,short
The Stowaway Solution (On The Run  #4),Gordon Korman,eng,160,short
The Fugitive Factor (On The Run  #2),Gordon Korman,eng,160,short
Chasing The Falconers (On The Run  #1),Gordon Korman,eng,154,short
Losing Joe's Place,Gordon Korman,eng,233,medium
Something Fishy at Macdonald Hall (Macdonald Hall  #7),Gordon Korman,eng,208,medium
The Zucchini Warriors (Macdonald Hall  #5),Gordon Korman,eng,208,medium
The Eternal Flame (Merlin  #11),T.A. Barron/David Elliot,eng,377,medium
The Ivy Tree,Carolyn Brown,eng,192,short
Street Magic (The Circle Opens  #2),Tamora Pierce,eng,300,medium
Wolf-Speaker (Immortals  #2),Tamora Pierce,eng,344,medium
Gödel  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,eng,777,large
M Is for Mayflower: A Massachusetts Alphabet,Margot Theis Raven/Jeannie Brett,eng,40,short
Around the World in 8 1/2 Days (Judy Moody #7),Megan McDonald/Peter H. Reynolds,eng,157,short
Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald/Peter H. Reynolds,eng,176,short
Judy Moody Predicts the Future (Judy Moody  #4),Megan McDonald/Peter H. Reynolds,eng,160,short
Judy Moody Declares Independence (Judy Moody #6),Megan McDonald/Peter H. Reynolds,eng,160,short
Judy Moody Gets Famous! (Judy Moody  #2),Megan McDonald/Peter H. Reynolds,eng,126,short
Judy Moody Saves the World! (Judy Moody #3),Megan McDonald/Peter H. Reynolds,eng,160,short
Amelia's Notebook (Amelia's Notebooks  #1),Marissa Moss,eng,40,short
Charlotte's Web,E.B. White/Garth Williams/Rosemary Wells,eng,184,short
Charlotte's Web: Wilbur Finds a Friend,Jennifer Frantz/E.B. White/Aleksey Ivanov/Olga Ivanov,eng,32,short
The Boys Start the War (Boy/Girl Battle  #1),Phyllis Reynolds Naylor,eng,144,short
The Boys Start the War  the Girls Get Even,Phyllis Reynolds Naylor,eng,10,short
Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel/Martin Gardner,eng,239,medium
Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll/John Tenniel/Tan Lin,eng,286,medium
Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,eng,208,medium
Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Lewis Carroll/Hugh Haughton/John Tenniel,eng,378,medium
Alice's Adventures in Wonderland,Lewis Carroll/Helen Oxenbury,eng,207,medium
The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),Michael Connelly,eng,448,large
Thus Spoke Zarathustra,Friedrich Nietzsche,eng,128,short
Les Misérables,Victor Hugo/Charles E. Wilbour/James K. Robinson,eng,400,medium
Les Misérables,Victor Hugo/Charles E. Wilbour/Peter Washington,eng,1480,large
Les Miserables (Stepping Stones),Monica Kulling/Victor Hugo,eng,112,short
Because Of Winn Dixie,Kate DiCamillo,eng,182,short
The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1),Anne Mazer,eng,144,short
The Trumpet of the Swan,E.B. White/Fred Marcellino,eng,252,medium
Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom/Harper Lee,eng,98,short
His Dark Materials,Nicholas Wright/Philip Pullman,eng,236,medium
His Dark Materials: New Edition,Nicholas Wright/Philip Pullman,eng,192,short
His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,eng,1016,large
The Cricket in Times Square,George Selden/Garth Williams,eng,134,short
Nine Horses,Billy Collins,eng,144,short
The Apple that Astonished Paris,Billy Collins,eng,61,short
Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,eng,453,large
Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce/Trini Alvarado,eng,12,short
Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,eng,429,large
No Idle Hands: The Social History of American Knitting,Anne Macdonald,eng,512,large
The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,eng,6576,large
The Hundred Days (Aubrey & Maturin #19),Patrick O'Brian,eng,281,medium
The Truelove (Aubrey & Maturin #15),Patrick O'Brian,eng,304,medium
Blue at the Mizzen (Aubrey & Maturin #20),Patrick O'Brian,eng,262,medium
Gilliam on Gilliam (Directors on Directors),Terry Gilliam/Ian Christie,eng,294,medium
The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,eng,384,medium
The Pythons Autobiography by The Pythons,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin/Bob McCabe,eng,368,medium
The Complete Monty Python's Flying Circus: All the Words: Volume 1,Graham Chapman/Eric Idle/Terry Gilliam/John Cleese/Terry Jones/Michael Palin/Roger Wilmut,eng,352,medium
The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,Mark Twain/Shelly Fisher Fishkin,eng,520,large
The Moon in Hiding (The Green Lion Trilogy #2),Teresa Edgerton,eng,208,medium
Sebastopol (Images of America: California),Western Sonoma County Historical Society,eng,128,short
Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),Library Company of Philadelphia,eng,128,short
Paris Spleen,Charles Baudelaire/Louise Varèse,eng,118,short
The Writer of Modern Life: Essays on Charles Baudelaire,Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland,eng,307,medium
The Handbook (The Encheiridion),Epictetus/Nicholas P. White,eng,35,short
A Manual for Living,Epictetus/Sharon Lebell,eng,96,short
Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218),Epictetus/William A. Oldfather,eng,576,large
Myths of the Norsemen: Retold from the Old Norse Poems and Tales,Roger Lancelyn Green/Alan Langford,eng,262,medium
D'Aulaires' Book of Norse Myths,Ingri d'Aulaire/Edgar Parin d'Aulaire/Michael Chabon,eng,154,short
The Prose Edda,Snorri Sturluson/Jesse L. Byock,eng,180,short
The Ultimate Guide to Anal Sex for Women,Tristan Taormino,eng,180,short
Oh  The Places You’ll Go!,Dr. Seuss,eng,48,short
Melville: His World and Work,Andrew Delbanco,eng,448,large
World's End,T. Coraghessan Boyle,eng,480,large
The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,eng,174,short
The High King (The Chronicles of Prydain  #5),Lloyd Alexander,eng,253,medium
Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,eng,222,medium
The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,eng,182,short
The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles,Michael O. Tunnell/Lloyd Alexander,eng,281,medium
A Lloyd Alexander Collection,Lloyd Alexander,eng,752,large
House of Leaves,Mark Z. Danielewski,eng,705,large
A Parchment of Leaves,Silas House,eng,304,medium
The Complete Calvin and Hobbes,Bill Watterson,eng,1456,large
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,eng,208,medium
It's a Magical World (Calvin and Hobbes  #11),Bill Watterson,eng,176,short
Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,eng,176,short
The Days Are Just Packed,Bill Watterson,eng,176,short
The Calvin And Hobbes:  Tenth Anniversary Book,Bill Watterson,eng,208,medium
Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,Bill Watterson,eng,96,short
The Illustrated Man,Ray Bradbury,eng,186,short
The Sot-Weed Factor,John Barth,eng,756,large
The Floating Opera and The End of the Road,John Barth,eng,442,large
The Ship Avenged,S.M. Stirling,eng,364,medium
A Birthday for Frances,Russell Hoban/Lillian Hoban,eng,32,short
How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),Russell Hoban/Quentin Blake,eng,32,short
Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake,E.L. Doctorow,eng,658,large
Wicked: The Grimmerie,David Cote/Stephen Schwartz/Joan Marcus/Winnie Holzman,eng,192,short
My Wicked  Wicked Ways,Errol Flynn/Jeffrey Meyers,eng,438,large
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,eng,215,medium
The Wonderful Story Of Henry Sugar and Six More,Roald Dahl,eng,224,medium
Danny The Champion of the World,Roald Dahl/Jill Bennett,eng,196,short
Danny the Champion of the World,Roald Dahl,eng,208,medium
Danny The Champion Of The World,Roald Dahl/Quentin Blake,eng,256,medium
The Dark Is Rising Sequence,Susan Cooper,eng,786,large
The Essential Kierkegaard,Søren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong,eng,524,large
Fear and Trembling,Søren Kierkegaard/Alastair Hannay,eng,160,short
Fear and Trembling/Repetition,Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong,eng,420,large
Either/Or: A Fragment of Life,Søren Kierkegaard/Victor Eremita/Alastair Hannay,eng,640,large
Irish Traditional Cooking: Over 300 Recipes from Ireland's Heritage,Darina Allen/Regina Sexton,eng,288,medium
Irish Blessings,Ashley Shannon,eng,128,short
Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,Juliette Aristides,eng,160,short
Common Herbs for Natural Health,Juliette De Bairacli Levy/Heather  Wood,eng,223,medium
The Complete Herbal Handbook for the Dog and Cat,Juliette De Bairacli Levy,eng,368,medium
Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),Betty MacDonald/Alexandra Boiger,eng,128,short
Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle  #2),Betty MacDonald/Alexandra Boiger,eng,192,short
Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald/Alexandra Boiger,eng,125,short
Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald/Hilary Knight,eng,392,medium
Savage Inequalities: Children in America's Schools,Jonathan Kozol,eng,272,medium
The Doll's House (The Sandman  #2),Neil Gaiman/Steve Parkhouse/Chris Bachalo/Michael Zulli/Mike Dringenberg/Malcolm Jones III/Todd Klein/Clive Barker,eng,232,medium
Dream Country (The Sandman  #3),Neil Gaiman/Kelley Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Erickson,eng,111,short
Season of Mists (The Sandman  #4),Neil Gaiman/Matt Wagner/George Pratt/Dick Giordano/Kelley Jones/P. Craig Russell/Mike Dringenberg/Malcolm Jones III/Todd Klein/Harlan Ellison,eng,217,medium
A Game of You (The Sandman  #5),Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,eng,192,short
World's End (The Sandman  #8),Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,eng,160,short
The Wake (The Sandman  #10),Neil Gaiman/Michael Zulli/Jon J. Muth/Charles Vess/Mikal Gilmore,eng,191,short
Fables & Reflections (The Sandman  #6),Neil Gaiman/Bryan Talbot/Stan Woch/P. Craig Russell/Shawn McManus/John Watkiss/Jill Thompson/Duncan Eagleson/Kent Williams/Todd Klein,eng,263,medium
Common Ground: A Turbulent Decade in the Lives of Three American Families,J. Anthony Lukas,eng,688,large
Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,eng,560,large
The Ecological Approach to Visual Perception,James J. Gibson,eng,348,medium
Uzumaki: Spiral into Horror  Vol. 1,Junji Ito/伊藤潤二,eng,208,medium
Uzumaki: Spiral into Horror  Vol. 2.,Junji Ito/伊藤潤二,eng,208,medium
Uzumaki: Spiral Into Horror  Vol. 3,Junji Ito/伊藤潤二,eng,250,medium
The Anodyne Necklace (Richard Jury  #3),Martha Grimes,eng,310,medium
Blankets,Craig Thompson,eng,592,large
Silence,Shūsaku Endō/William Johnston,eng,201,medium
Eden: It's an Endless World  Volume 3 (Eden: It's an Endless World  #3),Hiroki Endo,eng,224,medium
No god but God: The Origins  Evolution and Future of Islam,Reza Aslan,eng,310,medium
March Upcountry (Empire of Man  #1),David Weber/John Ringo,eng,608,large
Get Out of Your Mind and Into Your Life: The New Acceptance and Commitment Therapy,Steven C. Hayes/Spencer  Smith,eng,224,medium
Shutting Out the Sky: Life in the Tenements of New York  1880-1924,Deborah Hopkinson,eng,144,short
Art Out of Time: Unknown Comics Visionaries  1900-1969,Dan Nadel,eng,320,medium
The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss/Vince Neil/Nikki Sixx/Mick Mars/Tommy Lee,eng,431,large
When I Was Puerto Rican,Esmeralda Santiago,eng,274,medium
Psychonavigation: Techniques for Travel Beyond Time,John Perkins,eng,144,short
Let Justice Roll Down,John M. Perkins/Shane Claiborne,eng,219,medium
The Namesake: A Portrait of the Film Based on the Novel by Jhumpa Lahiri,Mira Nair/Jhumpa Lahiri,eng,144,short
The Collected Poems of Robert Penn Warren,Robert Penn Warren/John Burt/Harold Bloom,eng,838,large
The Glass Castle,Jeannette Walls/Julia Gibson,eng,10,short
Animal  Vegetable  Miracle: A Year of Food Life,Barbara Kingsolver/Steven L. Hopp/Camille Kingsolver/Richard A. Houser,eng,370,medium
The Anatomy of Human Destructiveness,Erich Fromm,eng,576,large
Escape from Freedom,Erich Fromm,eng,301,medium
The Art of Being,Erich Fromm/Rainer Funk,eng,144,short
Man for Himself: An Inquiry into the Psychology of Ethics,Erich Fromm,eng,272,medium
The Days of Vengeance: An Exposition of the Book of Revelation,David H. Chilton,eng,754,large
Faulkner: A Biography,Joseph Blotner,eng,778,large
The Second World War,Winston S. Churchill/John Keegan,eng,4736,large
Memoirs of the Second World War,Winston S. Churchill/Denis Kelly,eng,1088,large
Six Degrees of Separation,John Guare,eng,74,short
An Odyssey in Learning and Perception,Eleanor J. Gibson,eng,654,large
Complete Works of Tacitus,Tacitus/Alfred J. Church/William Jackson Brodribb/Moses Hadas,eng,773,large
Aquinas's Shorter Summa: Saint Thomas's Own Concise Version of His Summa Theologica,Thomas Aquinas,eng,412,large
Summa Theologica  5 Vols,Thomas Aquinas,eng,3020,large
The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer/Herb Johnson,eng,624,large
Collected Stories III: One Night in Brazil to The Death of Methuselah,Isaac Bashevis Singer/Ilan Stavans,eng,915,large
The Slave,Isaac Bashevis Singer/Cecil Hemley,eng,320,medium
Collected Stories I: Gimpel the Fool to The Letter Writer,Isaac Bashevis Singer/Ilan Stavans,eng,832,large
From the Age of Discovery to a World at War (America: The Last Best Hope #1),William J. Bennett,eng,573,large
Democracy in America Volume 2,Alexis de Tocqueville/Eduardo Brandão/Phillips Bradley/Luann Walther,eng,506,large
On Democracy  Revolution  and Society,Alexis de Tocqueville/John Stone/Stephen Mennell,eng,402,large
The Book of Five Rings,Miyamoto Musashi/Thomas Cleary,eng,144,short
The Book of Five Rings,Miyamoto Musashi/Thomas Cleary,eng,166,short
The Lord of the Rings Sketchbook,Alan  Lee/Ian McKellen,eng,192,short
The Book of Five Rings,Miyamoto Musashi/William Scott Wilson/Shiro Tsujimura,eng,157,short
1000 Rings: Inspiring Adornments for the Hand,Marthe Le Van/Robert W. Ebendorf/Lark Books,eng,416,large
The Lord of the Rings and Philosophy: One Book to Rule Them All,Gregory Bassham/Eric Bronson,eng,240,medium
The Rings of Saturn,W.G. Sebald/Michael Hulse,eng,304,medium
Only the Ring Finger Knows,Satoru Kannagi/Hotaru Odagiri/Sachiko Sato,eng,208,medium
The Franco-Prussian War,Michael Eliot Howard,eng,532,large
My Uncle Napoleon,Iraj Pezeshkzad/Dick Davis/Azar Nafisi,eng,509,large
Shahnameh: The Persian Book of Kings,Abolqasem Ferdowsi/Dick Davis/Azar Nafisi,eng,886,large
Killer 7 Official Strategy Guide,Brady Games,eng,128,short
World of Warcraft Atlas,Brady Games,eng,192,short
Manhunt Official Strategy Guide,Tim Bogenn,eng,175,short
The Road to Jerusalem (The Knight Templar  #1),Jan Guillou/Anna Paterson,eng,320,medium
Cleansing the Doors of Perception: The Religious Significance of Entheogenic Plants and Chemicals,Huston Smith,eng,173,short
Love Mode  Vol. 3,Yuki Shimizu,eng,184,short
Love Mode  Vol. 5,Yuki Shimizu,eng,192,short
Love Mode  Vol. 2,Yuki Shimizu,eng,204,medium
Love Mode  Vol. 6,Yuki Shimizu,eng,192,short
Lost Illusions (La Comédie Humaine),Honoré de Balzac/Ellen Marriage/George Saintsbury,eng,656,large
A Harlot High and Low,Honoré de Balzac/Rayner Heppenstall,eng,554,large
Essential McLuhan,Marshall McLuhan/Eric McLuhan/Frank Zingrone,eng,416,large
Kinfolk,Pearl S. Buck,eng,408,large
